,,,,,Full Description,Killed,Injured,threat_id,Community,Province,Count,Attack Type,Date of Attack
Tabriz,Western Iran,1,Missile,2026-02-28,"500 objectives""}, ""severity"": ""Critical"", ""confidence"": ""High"", ""timestamp"": ""2026-02-28T00:00:00Z"", ""details"": ""The IDF, in 'Operation Lion's Roar', conducted the largest military flyover in Israeli Air Force history, with 200 fighter jets targeting approximately 500 Iranian missile array and defense system objectives in western and central Iran.""}, {""threat_id"": ""THRT-ATT-012"", ""category"": ""Geopolitical"", ""attack_type"": ""Aerial Bombardment (Fighter Jets)"", ""location"": {""city"": ""Tabriz"", ""province"": ""Western Iran"", ""country"": ""Iran"", ""details"": ""Iranian Surface-To-Surface Missiles Unit site""}, ""severity"": ""Critical"", ""confidence"": ""High"", ""timestamp"": ""2026-02-28T00:00:00Z"", ""details"": ""An Israeli airstrike targeted a site in Tabriz, western Iran, used by the Iranian Surface-To-Surface Missiles Unit, which had planned to launch missiles towards Israeli civilians.""}, {""threat_id"": ""THRT-ATT-013"", ""category"": ""Geopolitical"", ""attack_type"": ""Airstrikes"", ""location"": {""country"": ""Iran"", ""details"": ""Various targets within Iran""}, ""severity"": ""Critical"", ""confidence"": ""High"", ""timestamp"": ""2026-02-28T00:00:00Z"", ""details"": ""The United States launched 'Operation Epic Fury', conducting airstrikes against targets within Iran.""}, {""threat_id"": ""THRT-ATT-014"", ""category"": ""Geopolitical"", ""attack_type"": ""Cruise Missile"", ""location"": {""city"": ""Tehran"", ""country"": ""Iran"", ""details"": ""Presidential compound and Supreme Leader's residence""}, ""severity"": ""Critical"", ""confidence"": ""High"", ""timestamp"": ""2026-02-28T00:00:00Z"", ""details"": ""The US and Israel targeted the presidential compound and the residence of Iran's Supreme Leader Ali Khamenei in Tehran with approximately 50 cruise missiles in an apparent assassination attempt",0,0,,,,,,
Minab,,1,Missile,2026-02-28,"Iranian officials reported no harm to the leaders.""}, {""threat_id"": ""THRT-ATT-015"", ""category"": ""Geopolitical"", ""attack_type"": ""Airstrike"", ""location"": {""city"": ""Minab"", ""country"": ""Iran"", ""details"": ""Girls' school""}, ""severity"": ""Critical"", ""confidence"": ""High"", ""timestamp"": ""2026-02-28T00:00:00Z"", ""details"": ""A girls' school in Minab, Iran, was destroyed by a US-Israeli airstrike, reportedly causing dozens of casualties.""}, {""threat_id"": ""THRT-ATT-016"", ""category"": ""Geopolitical"", ""attack_type"": ""Missile"", ""location"": {""city"": ""Lamerd"", ""country"": ""Iran"", ""details"": ""Sports hall and residential areas""}, ""severity"": ""Critical"", ""confidence"": ""High"", ""timestamp"": ""2026-02-28T17:00:00Z"", ""details"": ""The city of Lamerd, Iran, was hit by 4 missiles at 17:00, one striking a sports hall, killing 18-20 girl volleyball players, and two hitting residential areas, injuring nearly 100 people",0,0,,,,,,
,,1,Missile,2026-02-28,"This was reported as an Israeli attack.""}, {""threat_id"": ""THRT-ATT-017"", ""category"": ""Geopolitical"", ""attack_type"": ""Missile"", ""location"": {""details"": ""An Israeli ship, possibly near the Strait of Hormuz""}, ""severity"": ""High"", ""confidence"": ""Medium"", ""timestamp"": ""2026-02-28T00:00:00Z"", ""details"": ""The Iranian IRGC and army attacked an Israeli ship as part of retaliatory strikes.""}]",0,0,,,,,,
Jebel Ali,Dubai,1,Drone,2026-02-28,"[{""threat_id"":""THRT-IRN-001"",""category"":""Geopolitical"",""attack_type"":""Missile, Drone"",""location"":{""city"":""Jebel Ali"",""province"":""Dubai"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T13:30:00Z"",""details"":""Iran launched missile and drone strike on Jebel Ali port, where a US Navy naval base is located",0,0,,,,,,
Manama,Capital Governorate,1,Drone,2026-03-01,"UAE's air defense system struggled, fighter jets deployed.""},{""threat_id"":""THRT-IRN-002"",""category"":""Geopolitical"",""attack_type"":""Missile, Drone"",""location"":{""city"":""Manama"",""province"":""Capital Governorate"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-03-01T00:00:00Z"",""details"":""Iranian missiles and a Shahed-136 drone hit US Navy 5th Fleet headquarters in Manama/Juffair, Bahrain",0,0,,,,,,
,,1,Explosion,Unknown Date,"Explosions and smoke reported, leading to evacuations in residential areas",0,0,,,,,,
Camp Arifjan,Al Ahmadi,1,Missile,2026-02-28,"US military reported minimal damage to base itself.""},{""threat_id"":""THRT-IRN-003"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile"",""location"":{""city"":""Camp Arifjan"",""province"":""Al Ahmadi"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T13:30:00Z"",""details"":""Iranian ballistic missiles reportedly raining down on Camp Arifjan, a primary US logistical support hub in Kuwait",0,0,,,,,,
Ali Al Salem,Al Jahra,1,Explosion,2026-02-28,"Explosions heard and sirens activated in Kuwait generally.""},{""threat_id"":""THRT-IRN-004"",""category"":""Geopolitical"",""attack_type"":""Missile"",""location"":{""city"":""Ali Al Salem"",""province"":""Al Jahra"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T15:00:00Z"",""details"":""Kuwaiti Army officially confirmed the targeting of Ali Al Salem Air Base by Iranian forces.""},{""threat_id"":""THRT-IRN-005"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile"",""location"":{""city"":""Al Udeid"",""province"":""Al Rayyan"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T15:00:00Z"",""details"":""Iranian ballistic missiles targeted Al Udeid Air Base",0,0,,,,,,
,,1,Missile,Unknown Date,"IRGC announced complete destruction of the AN/FPS-132 radar system, a US 'Giant Eye' for missile detection",0,0,,,,,,
Al Dhafra,Abu Dhabi,1,Drone,2026-03-01,"Two Iranian missiles were intercepted earlier, residents ordered indoors.""},{""threat_id"":""THRT-IRN-006"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile, Drone"",""location"":{""city"":""Al Dhafra"",""province"":""Abu Dhabi"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-03-01T00:00:00Z"",""details"":""Multiple Iranian ballistic missiles and a drone attack hit Al Dhafra Air Base, UAE, which hosts F-35s and reconnaissance aircraft.""},{""threat_id"":""THRT-IRN-007"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile, Drone"",""location"":{""city"":""Tel Aviv"",""province"":""Tel Aviv District"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T13:30:00Z"",""details"":""Iranian missiles and drones pouring onto all parts of Israel, including Tel Aviv, causing 31 reported deaths",0,0,,,,,,
Al Kharj,Riyadh Province,1,Explosion,2026-03-01,"Sirens across the country, hospitals moved patients underground.""},{""threat_id"":""THRT-IRN-008"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile"",""location"":{""city"":""Al Kharj"",""province"":""Riyadh Province"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-03-01T00:00:00Z"",""details"":""Iranian ballistic missiles simultaneously fired at Saudi Arabia, with reports of explosions at Prince Sultan Air Base near Al Kharj.""},{""threat_id"":""THRT-IRN-009"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile"",""location"":{""city"":"""",""province"":""Iraqi Kurdistan"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T07:00:00Z"",""details"":""Iran simultaneously fired ballistic missiles at Iraqi Kurdistan.""},{""threat_id"":""THRT-IRN-0010"",""category"":""Geopolitical"",""attack_type"":""Ballistic Missile"",""location"":{""city"":""Azraq"",""province"":""Zarqa Governorate"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-03-01T00:00:00Z"",""details"":""An Iranian ballistic missile struck Muwaffaq Salti Air Base in Jordan, housing a significant number of US aircraft and personnel.""},{""threat_id"":""THRT-IRN-0011"",""category"":""Geopolitical"",""attack_type"":""Missile/Strike"",""location"":{""city"":""Abu Dhabi"",""province"":""Abu Dhabi"",""coordinates"":[]},""severity"":""Critical"",""confidence"":""High"",""timestamp"":""2026-02-28T07:00:00Z"",""details"":""Explosions confirmed and smoke over the city of Abu Dhabi.""}]",0,0,,,,,,
,Western Iran,1,Missile,2026-02-28,"[
  {
    ""threat_id"": ""THRT-IRN-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": null,
      ""province"": ""Western Iran"",
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Israel launched an attack on a ready-to-fire missile launcher in western Iran",0,0,Unknown_ID,,,,,
Tehran,Tehran,1,Missile,2026-02-28,"Israeli army published footage of targeting.""
  },
  {
    ""threat_id"": ""THRT-IRN-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Coordinated Strikes"",
    ""location"": {
      ""city"": ""Tehran"",
      ""province"": ""Tehran"",
      ""coordinates"": [35.6892, 51.3890]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T07:00:00Z"",
    ""details"": ""US and Israel launched 'Operation Epic Fury'/'Roaring Lion' with massive coordinated strikes across Iran, targeting Tehran, Isfahan, Tabriz, Kermanshah, Qom, Karaj, Urmia, Kahrizak detention center, government ministries, military facilities, nuclear sites, and missile facilities",0,0,Unknown_ID,,,,,
,,1,Explosion,Unknown Date,Explosions reported across 24 provinces,0,0,Unknown_ID,,,,,
Minab,Hormozgan,1,Drone,2026-02-28,"(Overall: 201 killed, 747 injured).""
  },
  {
    ""threat_id"": ""THRT-IRN-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": ""Minab"",
      ""province"": ""Hormozgan"",
      ""coordinates"": [27.1387, 57.0673]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Joint Israeli-US strike hit Shajareh Tayyebeh girls' elementary school in Minab, southern Iran (Hormozgan province), killing up to 160 students/children (reports vary, 70-85 given in sources).""
  },
  {
    ""threat_id"": ""THRT-IRN-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Lamerd"",
      ""province"": ""Fars"",
      ""coordinates"": [27.3278, 53.1812]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T13:30:00Z"",
    ""details"": ""Israeli regime attacked Lamerd with 4 missiles; one hit a sports hall killing 18-20 female volleyball players, two hit residential areas, injuring nearly 100 people.""
  },
  {
    ""threat_id"": ""THRT-ISR-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile and Drone"",
    ""location"": {
      ""city"": ""Tel Aviv"",
      ""province"": ""Tel Aviv District"",
      ""coordinates"": [32.0853, 34.7818]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T07:00:00Z"",
    ""details"": ""Iran's IRGC launched 'Truthful Promise 4' (30-75 ballistic missiles and drones) targeting Israel",0,0,Unknown_ID,,,,,
Manama,Capital Governorate,1,Drone,2026-02-28,"Tel Aviv was hit (31 dead), an Israeli military camp in Hebron was struck, and barrages on Haifa and Golan Heights were reported, showing Iron Dome saturation.""
  },
  {
    ""threat_id"": ""THRT-GLF-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile and Drone"",
    ""location"": {
      ""city"": ""Manama"",
      ""province"": ""Capital Governorate"",
      ""coordinates"": [26.2285, 50.5860]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T13:30:00Z"",
    ""details"": ""Iran launched missile/drone attacks on US 5th Fleet HQ (NSA Bahrain) in Manama",0,0,Unknown_ID,,,,,
,,1,Drone,Unknown Date,A Shahed-136 drone directly hit a radar dome within the base,0,0,Unknown_ID,,,,,
,,1,Missile,Unknown Date,"A missile or its debris struck the Juffair area, leading to residential evacuations and fire",0,0,Unknown_ID,,,,,
Ali Al Salem Air Base,Al Ahmadi Governorate,1,Drone,2026-02-28,"Another missile hit a US base in Bahrain.""
  },
  {
    ""threat_id"": ""THRT-GLF-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile and Drone"",
    ""location"": {
      ""city"": ""Ali Al Salem Air Base"",
      ""province"": ""Al Ahmadi Governorate"",
      ""coordinates"": [29.3517, 47.5028]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T15:00:00Z"",
    ""details"": ""Kuwaiti Army confirmed targeting of Ali Al Salem Air Base by Iran",0,0,Unknown_ID,,,,,
,,1,Unknown Type,Unknown Date,US Embassy ordered staff to shelter,0,0,Unknown_ID,,,,,
Al Udeid Air Base,Al Rayyan Municipality,1,Missile,2026-02-28,"Camp Arifjan also mentioned as a target for Iranian missiles.""
  },
  {
    ""threat_id"": ""THRT-GLF-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Al Udeid Air Base"",
      ""province"": ""Al Rayyan Municipality"",
      ""coordinates"": [25.1189, 51.2725]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T15:00:00Z"",
    ""details"": ""Iran launched missile attacks on Al Udeid Air Base",0,0,Unknown_ID,,,,,
,,1,Unknown Type,Unknown Date,IRGC announced complete destruction of the sophisticated AN/FPS-132 radar system located in Qatar,0,0,Unknown_ID,,,,,
Jebel Ali,Dubai Emirate,1,Drone,2026-02-28,"Qatar intercepted 2 missiles targeting the country.""
  },
  {
    ""threat_id"": ""THRT-GLF-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile and Drone"",
    ""location"": {
      ""city"": ""Jebel Ali"",
      ""province"": ""Dubai Emirate"",
      ""coordinates"": [25.0458, 55.0505]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iran launched missile and drone strikes on Jebel Ali port (US Naval base) and Al Dhafra Airbase in UAE",0,0,Unknown_ID,,,,,
,,1,Explosion,Unknown Date,"Explosions confirmed in Abu Dhabi (1 civilian killed by shrapnel) and a major fire in Palm Jumeirah, Dubai",0,0,Unknown_ID,,,,,
Azraq,Zarqa Governorate,1,Missile,2026-02-28,"Multiple Iranian ballistic missiles hit a US airbase in the UAE.""
  },
  {
    ""threat_id"": ""THRT-JOR-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Ballistic Missile"",
    ""location"": {
      ""city"": ""Azraq"",
      ""province"": ""Zarqa Governorate"",
      ""coordinates"": [31.8105, 36.7865]
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iranian ballistic missile struck Muwaffaq Salti Air Base in Jordan, housing a significant number of US aircraft and personnel.""
  },
  {
    ""threat_id"": ""THRT-GLF-005"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Ballistic Missile"",
    ""location"": {
      ""city"": null,
      ""province"": ""Saudi Arabia"",
      ""coordinates"": null
    },
    ""severity"": ""High"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iran simultaneously fired ballistic missiles at Saudi Arabia and Iraqi Kurdistan.""
  }
]",0,0,Unknown_ID,,,,,
Tehran,Tehran,1,Drone,2026-02-28,"[{
    ""threat_id"": ""THRT-IRN-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Tehran"",
      ""province"": ""Tehran""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes on civilian facilities and residential areas in Tehran, including the compound of Ayatollah Ali Khamenei",0,0,,,,,,
Esfehan,Isfahan,1,Drone,2026-02-28,"Part of Operation Epic Fury/Roaring Lion."" 
  },
  {
    ""threat_id"": ""THRT-IRN-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Esfehan"",
      ""province"": ""Isfahan""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes on residential areas in Esfehan, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Qom"",
      ""province"": ""Qom""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes on residential areas in Qom, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Khorramabad"",
      ""province"": ""Lorestan""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes on residential areas in Khorramabad, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-005"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Bushehr"",
      ""province"": ""Bushehr""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes targeting the Bushehr Nuclear Power Plant, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-006"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Fordow"",
      ""province"": ""Qom""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes targeting the uranium enrichment facility in Fordow, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-007"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Asaluyeh"",
      ""province"": ""Bushehr""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes targeting military bases in Asaluyeh, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-008"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Bandar Abbas"",
      ""province"": ""Hormozgan""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes targeting military bases in Bandar Abbas, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-009"",
    ""category"": ""Geopolitical"",
    ""attack_type"": [""Airstrike"", ""Missile"", ""Drone""],
    ""location"": {
      ""city"": ""Chabahar"",
      ""province"": ""Sistan and Baluchestan""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""US and Israeli strikes targeting military bases in Chabahar, part of widespread attacks across Iran.""
  },
  {
    ""threat_id"": ""THRT-IRN-010"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": ""Minab"",
      ""province"": ""Hormozgan""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""An Israeli airstrike targeted an elementary girls' school in Minab, Hormozgan, Iran, resulting in 100-160 fatalities and over 40 injuries.""
  },
  {
    ""threat_id"": ""THRT-IRN-011"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Airstrike"",
    ""location"": {
      ""city"": ""Lamerd"",
      ""province"": ""Fars""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""A US-Israeli airstrike in Lamerd, Fars, Iran, killed almost 20 female volleyball players.""
  },
  {
    ""threat_id"": ""THRT-ISR-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Tel Aviv"",
      ""province"": ""Tel Aviv District""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iranian missile strike on Tel Aviv as part of a major retaliation operation.""
  },
  {
    ""threat_id"": ""THRT-ISR-002"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Haifa"",
      ""province"": ""Haifa District""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iranian missile strike on Haifa as part of a major retaliation operation.""
  },
  {
    ""threat_id"": ""THRT-ISR-003"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Jerusalem"",
      ""province"": ""Jerusalem District""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iranian missile strike on Jerusalem as part of a major retaliation operation.""
  },
  {
    ""threat_id"": ""THRT-ISR-004"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Missile"",
    ""location"": {
      ""city"": ""Nevatim"",
      ""province"": ""Southern District""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iranian missile strike on the Nevatim airbase as part of a major retaliation operation.""
  },
  {
    ""threat_id"": ""THRT-QAT-001"",
    ""category"": ""Geopolitical"",
    ""attack_type"": ""Ballistic Missile"",
    ""location"": {
      ""city"": ""Al-Udeid"",
      ""province"": ""Al Rayyan""
    },
    ""severity"": ""Critical"",
    ""confidence"": ""High"",
    ""timestamp"": ""2026-02-28T00:00:00Z"",
    ""details"": ""Iranian ballistic missile strikes hit Al-Udeid military base in Qatar, destroying the strategic AN/FPS-132 radar",0,0,,,,,,
